UnderlyingSymbol,UnderlyingPrice,OptionSymbol,DataDate,Last,Delta,Vega,Multiplier,Signal
AAPL,206.49,AAPL200320P00270000,08/26/2019,60.2,-0.88,29.1716,100,1
AAPL,206.49,AAPL200320C00275000,08/26/2019,1.38,0.0876,24.6388,100,-1
AAPL,206.49,AAPL200320P00275000,08/26/2019,0,-0.8937,26.5043,100,-1
AAPL,206.49,AAPL200320C00280000,08/26/2019,1.18,0.0736,21.6243,100,-1
AAPL,206.49,AAPL200320P00280000,08/26/2019,0,-0.8963,25.9875,100,1
AAPL,206.49,AAPL200320C00285000,08/26/2019,0.96,0.0623,19.0112,100,-1
AAPL,206.49,AAPL200320P00285000,08/26/2019,0,-0.9082,23.4962,100,-1
AAPL,206.49,AAPL200320C00290000,08/26/2019,0.61,0.0525,16.6045,100,1
AAPL,206.49,AAPL200320P00290000,08/26/2019,0,-0.928,19.0187,100,-1
AAPL,206.49,AAPL200320C00295000,08/26/2019,0.54,0.0451,14.7069,100,-1
AAPL,206.49,AAPL200320P00295000,08/26/2019,0,-0.9375,16.6922,100,-1
AAPL,206.49,AAPL200320C00300000,08/26/2019,0.56,0.0401,13.3704,100,1
AAPL,206.49,AAPL200320P00300000,08/26/2019,0,-0.9457,14.5843,100,-1
AAPL,206.49,AAPL200417C00105000,08/26/2019,0,0.9641,9.6963,100,-1
AAPL,206.49,AAPL200417P00105000,08/26/2019,0.54,-0.0158,6.5281,100,-1
AAPL,206.49,AAPL200417C00110000,08/26/2019,0,0.9561,12.1771,100,-1
AAPL,206.49,AAPL200417P00110000,08/26/2019,0.65,-0.0219,8.6425,100,-1
AAPL,206.49,AAPL200417C00115000,08/26/2019,0,0.9504,13.8899,100,-1
AAPL,206.49,AAPL200417P00115000,08/26/2019,0,-0.031,11.5348,100,1
AAPL,206.49,AAPL200417C00120000,08/26/2019,0,0.9438,15.7668,100,-1
AAPL,206.49,AAPL200417P00120000,08/26/2019,0.61,-0.0329,12.1271,100,-1
AAPL,206.49,AAPL200417C00125000,08/26/2019,0,0.9362,17.8343,100,-1
AAPL,206.49,AAPL200417P00125000,08/26/2019,0,-0.0395,14.0948,100,-1
AAPL,206.49,AAPL200417C00130000,08/26/2019,0,0.9276,20.0868,100,1
AAPL,206.49,AAPL200417P00130000,08/26/2019,1.12,-0.0474,16.3236,100,1
AAPL,206.49,AAPL200417C00135000,08/26/2019,0,0.9233,21.1549,100,-1
AAPL,206.49,AAPL200417P00135000,08/26/2019,1.2,-0.0594,19.5028,100,-1
AAPL,206.49,AAPL200417C00140000,08/26/2019,0,0.9136,23.5121,100,-1
AAPL,206.49,AAPL200417P00140000,08/26/2019,1.4,-0.0683,21.7382,100,-1
AAPL,206.49,AAPL200417C00145000,08/26/2019,0,0.8993,26.7805,100,-1
AAPL,206.49,AAPL200417P00145000,08/26/2019,2.52,-0.0816,24.8902,100,1
AAPL,206.49,AAPL200417C00150000,08/26/2019,60.5,0.8833,30.1915,100,-1
AAPL,206.49,AAPL200417P00150000,08/26/2019,3.25,-0.0971,28.3256,100,1
AAPL,206.49,AAPL200417C00155000,08/26/2019,0,0.868,33.2278,100,-1
AAPL,206.49,AAPL200417P00155000,08/26/2019,3.7,-0.1152,32.0548,100,1
AAPL,206.49,AAPL200417C00160000,08/26/2019,50.6,0.8468,37.1274,100,1
AAPL,206.49,AAPL200417P00160000,08/26/2019,4.75,-0.1353,35.8574,100,1
AAPL,206.49,AAPL200417C00165000,08/26/2019,0,0.8209,41.4394,100,-1
AAPL,206.49,AAPL200417P00165000,08/26/2019,5.25,-0.1564,39.5058,100,1
AAPL,206.49,AAPL200417C00170000,08/26/2019,0,0.802,44.3116,100,1
AAPL,206.49,AAPL200417P00170000,08/26/2019,5.25,-0.1835,43.759,100,-1
AAPL,206.49,AAPL200417C00175000,08/26/2019,0,0.7744,48.0973,100,1
AAPL,206.49,AAPL200417P00175000,08/26/2019,7.25,-0.2116,47.6861,100,1
AAPL,206.49,AAPL200417C00180000,08/26/2019,0,0.7445,51.7232,100,-1
AAPL,206.49,AAPL200417P00180000,08/26/2019,8.35,-0.2424,51.4591,100,-1
AAPL,206.49,AAPL200417C00185000,08/26/2019,0,0.7113,55.1821,100,1
AAPL,206.49,AAPL200417P00185000,08/26/2019,10,-0.2758,54.9835,100,-1
AAPL,206.49,AAPL200417C00190000,08/26/2019,26.33,0.6764,58.2395,100,-1
AAPL,206.49,AAPL200417P00190000,08/26/2019,8.6,-0.3117,58.1481,100,1
AAPL,206.49,AAPL200417C00195000,08/26/2019,25.39,0.6391,60.8654,100,1
AAPL,206.49,AAPL200417P00195000,08/26/2019,12.6,-0.3497,60.8382,100,1
AAPL,206.49,AAPL200417C00200000,08/26/2019,19.8,0.5998,62.9612,100,1
AAPL,206.49,AAPL200417P00200000,08/26/2019,15.6,-0.3893,62.9534,100,1
AAPL,206.49,AAPL200417C00205000,08/26/2019,19.41,0.5591,64.4196,100,1
AAPL,206.49,AAPL200417P00205000,08/26/2019,17.4,-0.4314,64.4533,100,1
AAPL,206.49,AAPL200417C00210000,08/26/2019,17.17,0.5175,65.1837,100,1
AAPL,206.49,AAPL200417P00210000,08/26/2019,20.35,-0.4725,65.1911,100,-1
AAPL,206.49,AAPL200417C00215000,08/26/2019,14.7,0.4755,65.2167,100,-1
AAPL,206.49,AAPL200417P00215000,08/26/2019,23.3,-0.514,65.2142,100,1
AAPL,206.49,AAPL200417C00220000,08/26/2019,13.1,0.435,64.5476,100,1
AAPL,206.49,AAPL200417P00220000,08/26/2019,26.2,-0.5561,64.4992,100,1
AAPL,206.49,AAPL200417C00225000,08/26/2019,10.95,0.3924,63.0919,100,1
AAPL,206.49,AAPL200417P00225000,08/26/2019,28.15,-0.597,63.0832,100,-1
AAPL,206.49,AAPL200417C00230000,08/26/2019,9.5,0.3525,61.0114,100,1
AAPL,206.49,AAPL200417P00230000,08/26/2019,0,-0.6363,61.0356,100,1
AAPL,206.49,AAPL200417C00235000,08/26/2019,8.01,0.3136,58.3004,100,1
AAPL,206.49,AAPL200417P00235000,08/26/2019,0,-0.6744,58.3927,100,1
AAPL,206.49,AAPL200417C00240000,08/26/2019,6.55,0.2781,55.1997,100,1
AAPL,206.49,AAPL200417P00240000,08/26/2019,33.57,-0.706,55.6824,100,-1
AAPL,206.49,AAPL200417C00245000,08/26/2019,5.02,0.2434,51.5704,100,-1
AAPL,206.49,AAPL200417P00245000,08/26/2019,43.89,-0.7425,51.9397,100,1
AAPL,206.49,AAPL200417C00250000,08/26/2019,4.55,0.2121,47.7495,100,1
AAPL,206.49,AAPL200417P00250000,08/26/2019,0,-0.7662,49.1363,100,1
AAPL,206.49,AAPL200417C00255000,08/26/2019,4.55,0.184,43.8411,100,-1
AAPL,206.49,AAPL200417P00255000,08/26/2019,0,-0.7956,45.2209,100,1
AAPL,206.49,AAPL200417C00260000,08/26/2019,3.1,0.1571,39.624,100,-1
AAPL,206.49,AAPL200417P00260000,08/26/2019,0,-0.7991,44.7319,100,1
AAPL,206.49,AAPL200417C00265000,08/26/2019,2.65,0.1361,36.0034,100,1
AAPL,206.49,AAPL200417P00265000,08/26/2019,0,-0.8575,35.1995,100,-1
AAPL,206.49,AAPL200417C00270000,08/26/2019,2.12,0.1163,32.2622,100,-1
AAPL,206.49,AAPL200417P00270000,08/26/2019,0,-0.8761,31.6313,100,-1
AAPL,206.49,AAPL200417C00275000,08/26/2019,1.38,0.1015,29.2746,100,1
AAPL,206.49,AAPL200417P00275000,08/26/2019,0,-0.8925,28.2456,100,-1
AAPL,206.49,AAPL200417C00280000,08/26/2019,0,0.0864,26.002,100,1
AAPL,206.49,AAPL200417P00280000,08/26/2019,0,-0.9069,25.0725,100,-1
AAPL,206.49,AAPL200417C00285000,08/26/2019,0,0.0817,24.9313,100,-1
AAPL,206.49,AAPL200417P00285000,08/26/2019,0,-0.9193,22.1316,100,-1
AAPL,206.49,AAPL200417C00290000,08/26/2019,1.07,0.0612,19.9588,100,1
AAPL,206.49,AAPL200417P00290000,08/26/2019,0,-0.9301,19.433,100,-1
AAPL,206.49,AAPL200417C00295000,08/26/2019,0.7,0.0528,17.7717,100,1
AAPL,206.49,AAPL200417P00295000,08/26/2019,0,-0.9394,16.9788,100,-1
AAPL,206.49,AAPL200417C00300000,08/26/2019,0.53,0.0449,15.6215,100,-1
AAPL,206.49,AAPL200417P00300000,08/26/2019,0,-0.9473,14.7653,100,-1
AAPL,206.49,AAPL200417C00305000,08/26/2019,0,0.0397,14.1339,100,-1
AAPL,206.49,AAPL200417P00305000,08/26/2019,0,-0.9541,12.7839,100,1
AAPL,206.49,AAPL200619C00075000,08/26/2019,128,0.9831,0.6003,100,1
AAPL,206.49,AAPL200619P00075000,08/26/2019,0.19,-0.0016,0.978,100,-1
AAPL,206.49,AAPL200619C00080000,08/26/2019,122.54,0.9823,1.05,100,1
AAPL,206.49,AAPL200619P00080000,08/26/2019,0.2,-0.0028,1.6105,100,-1
AAPL,206.49,AAPL200619C00085000,08/26/2019,115.52,0.981,1.7202,100,-1
AAPL,206.49,AAPL200619P00085000,08/26/2019,0.24,-0.0046,2.5022,100,1
AAPL,206.49,AAPL200619C00090000,08/26/2019,112.08,0.9791,2.6644,100,-1
AAPL,206.49,AAPL200619P00090000,08/26/2019,0.48,-0.0072,3.6983,100,-1
AAPL,206.49,AAPL200619C00095000,08/26/2019,108.5,0.9763,3.9309,100,-1
AAPL,206.49,AAPL200619P00095000,08/26/2019,0.54,-0.0106,5.2348,100,-1
AAPL,206.49,AAPL200619C00100000,08/26/2019,106.25,0.9726,5.5587,100,-1
AAPL,206.49,AAPL200619P00100000,08/26/2019,0.65,-0.0152,7.1356,100,-1
AAPL,206.49,AAPL200619C00105000,08/26/2019,96.22,0.9677,7.5736,100,1
AAPL,206.49,AAPL200619P00105000,08/26/2019,0.65,-0.0211,9.4102,100,-1
AAPL,206.49,AAPL200619C00110000,08/26/2019,93.6,0.9614,9.986,100,-1
AAPL,206.49,AAPL200619P00110000,08/26/2019,0.93,-0.0283,12.053,100,1
AAPL,206.49,AAPL200619C00115000,08/26/2019,96.1,0.9536,12.7895,100,1
AAPL,206.49,AAPL200619P00115000,08/26/2019,1.11,-0.0341,14.0681,100,1
AAPL,206.49,AAPL200619C00120000,08/26/2019,86.3,0.9442,15.961,100,1
AAPL,206.49,AAPL200619P00120000,08/26/2019,1.33,-0.041,16.3245,100,-1
AAPL,206.49,AAPL200619C00125000,08/26/2019,78.18,0.9274,21.1451,100,-1
AAPL,206.49,AAPL200619P00125000,08/26/2019,1.12,-0.041,16.3346,100,1
AAPL,206.49,AAPL200619C00130000,08/26/2019,78.22,0.9143,24.8462,100,1
AAPL,206.49,AAPL200619P00130000,08/26/2019,2.11,-0.0482,18.6205,100,1
AAPL,206.49,AAPL200619C00135000,08/26/2019,72,0.9073,26.7322,100,-1
AAPL,206.49,AAPL200619P00135000,08/26/2019,2.5,-0.069,24.6445,100,1
AAPL,206.49,AAPL200619C00140000,08/26/2019,74.71,0.8919,30.6624,100,-1
AAPL,206.49,AAPL200619P00140000,08/26/2019,2.94,-0.0816,28.0116,100,-1
AAPL,206.49,AAPL200619C00145000,08/26/2019,69.33,0.8758,34.4799,100,1
AAPL,206.49,AAPL200619P00145000,08/26/2019,3.37,-0.096,31.6167,100,-1
AAPL,206.49,AAPL200619C00150000,08/26/2019,58,0.8529,39.4615,100,1
AAPL,206.49,AAPL200619P00150000,08/26/2019,4.1,-0.1117,35.2722,100,-1
AAPL,206.49,AAPL200619C00155000,08/26/2019,56.81,0.8442,41.2328,100,-1
AAPL,206.49,AAPL200619P00155000,08/26/2019,4.75,-0.1311,39.4658,100,1
AAPL,206.49,AAPL200619C00160000,08/26/2019,52.7,0.8331,43.3996,100,-1
AAPL,206.49,AAPL200619P00160000,08/26/2019,5.6,-0.1519,43.5764,100,-1
AAPL,206.49,AAPL200619C00165000,08/26/2019,48.22,0.804,48.6148,100,-1
AAPL,206.49,AAPL200619P00165000,08/26/2019,6.55,-0.1747,47.7104,100,-1
AAPL,206.49,AAPL200619C00170000,08/26/2019,40.95,0.7792,52.5782,100,-1
AAPL,206.49,AAPL200619P00170000,08/26/2019,7.85,-0.1995,51.759,100,-1
AAPL,206.49,AAPL200619C00175000,08/26/2019,39.95,0.7541,56.1716,100,1
AAPL,206.49,AAPL200619P00175000,08/26/2019,9,-0.2263,55.6879,100,-1
AAPL,206.49,AAPL200619C00180000,08/26/2019,36.65,0.7246,59.9129,100,1
AAPL,206.49,AAPL200619P00180000,08/26/2019,10.5,-0.2593,59.8963,100,1
AAPL,206.49,AAPL200619C00185000,08/26/2019,33.9,0.694,63.2546,100,-1
AAPL,206.49,AAPL200619P00185000,08/26/2019,11.5,-0.2869,62.9364,100,1
AAPL,206.49,AAPL200619C00190000,08/26/2019,30.47,0.6627,66.1327,100,-1
AAPL,206.49,AAPL200619P00190000,08/26/2019,13.65,-0.32,66.023,100,1
AAPL,206.49,AAPL200619C00195000,08/26/2019,27.39,0.6298,68.6066,100,-1
AAPL,206.49,AAPL200619P00195000,08/26/2019,15.4,-0.3554,68.6884,100,-1
AAPL,206.49,AAPL200619C00200000,08/26/2019,24.7,0.594,70.6781,100,1
AAPL,206.49,AAPL200619P00200000,08/26/2019,17.55,-0.39,70.6781,100,1
AAPL,206.49,AAPL200619C00205000,08/26/2019,21.89,0.5582,72.1204,100,-1
AAPL,206.49,AAPL200619P00205000,08/26/2019,20.35,-0.4267,72.1462,100,1
AAPL,206.49,AAPL200619C00210000,08/26/2019,19.6,0.5213,72.9595,100,1
AAPL,206.49,AAPL200619P00210000,08/26/2019,22.25,-0.464,72.9756,100,-1
AAPL,206.49,AAPL200619C00215000,08/26/2019,17.02,0.484,73.1473,100,-1
AAPL,206.49,AAPL200619P00215000,08/26/2019,24.45,-0.5014,73.1414,100,1
AAPL,206.49,AAPL200619C00220000,08/26/2019,14.75,0.4477,72.6952,100,1
AAPL,206.49,AAPL200619P00220000,08/26/2019,28.25,-0.5395,72.6264,100,1
AAPL,206.49,AAPL200619C00225000,08/26/2019,13,0.4118,71.6315,100,1
AAPL,206.49,AAPL200619P00225000,08/26/2019,31.1,-0.5756,71.4963,100,1
AAPL,206.49,AAPL200619C00230000,08/26/2019,11.45,0.3723,69.7312,100,-1
AAPL,206.49,AAPL200619P00230000,08/26/2019,29.45,-0.6128,69.6687,100,1
AAPL,206.49,AAPL200619C00235000,08/26/2019,9.95,0.3378,67.4435,100,1
AAPL,206.49,AAPL200619P00235000,08/26/2019,33.1,-0.6456,67.4892,100,1
AAPL,206.49,AAPL200619C00240000,08/26/2019,8.7,0.3076,64.9372,100,1
AAPL,206.49,AAPL200619P00240000,08/26/2019,41.75,-0.6783,64.7628,100,-1
AAPL,206.49,AAPL200619C00245000,08/26/2019,7.37,0.2654,60.6064,100,-1
AAPL,206.49,AAPL200619P00245000,08/26/2019,45.1,-0.7186,60.6064,100,1
AAPL,206.49,AAPL200619C00250000,08/26/2019,6.31,0.2319,56.4407,100,-1
AAPL,206.49,AAPL200619P00250000,08/26/2019,49.3,-0.7213,60.3008,100,-1
AAPL,206.49,AAPL200619C00260000,08/26/2019,4.63,0.1747,47.7023,100,1
AAPL,206.49,AAPL200619P00260000,08/26/2019,59.44,-0.7811,52.2839,100,-1
AAPL,206.49,AAPL200619C00270000,08/26/2019,3.35,0.1554,44.2457,100,1
AAPL,206.49,AAPL200619P00270000,08/26/2019,61.5,-0.8238,45.134,100,-1
AAPL,206.49,AAPL200619C00280000,08/26/2019,2.4,0.1175,36.555,100,-1
AAPL,206.49,AAPL200619P00280000,08/26/2019,84.46,-0.8305,43.8947,100,-1
AAPL,206.49,AAPL200619C00290000,08/26/2019,1.81,0.09,30.1268,100,1
AAPL,206.49,AAPL200619P00290000,08/26/2019,82.54,-0.8771,34.1786,100,-1
AAPL,206.49,AAPL200619C00300000,08/26/2019,1.29,0.0687,24.574,100,-1
AAPL,206.49,AAPL200619P00300000,08/26/2019,105.65,-0.896,29.6413,100,1
AAPL,206.49,AAPL200619C00310000,08/26/2019,0.72,0.0501,19.1868,100,1
AAPL,206.49,AAPL200619P00310000,08/26/2019,117.83,-0.9149,24.68,100,-1
AAPL,206.49,AAPL200619C00320000,08/26/2019,0.7,0.0412,16.4028,100,1
AAPL,206.49,AAPL200619P00320000,08/26/2019,133.94,-0.9301,20.3389,100,-1
AAPL,206.49,AAPL200619C00330000,08/26/2019,0.47,0.03,12.6493,100,-1
AAPL,206.49,AAPL200619P00330000,08/26/2019,156.23,-0.9422,16.6084,100,-1
AAPL,206.49,AAPL200619C00340000,08/26/2019,0.43,0.0243,10.6225,100,-1
AAPL,206.49,AAPL200619P00340000,08/26/2019,166.3,-0.9517,13.4519,100,1
AAPL,206.49,AAPL200918C00095000,08/26/2019,101.45,0.9626,8.7938,100,-1
AAPL,206.49,AAPL200918P00095000,08/26/2019,0.54,-0.016,8.5032,100,1
AAPL,206.49,AAPL200918C00100000,08/26/2019,110.75,0.9567,11.397,100,1
AAPL,206.49,AAPL200918P00100000,08/26/2019,0.83,-0.0218,11.0681,100,1
AAPL,206.49,AAPL200918C00105000,08/26/2019,97.38,0.9495,14.3715,100,-1
AAPL,206.49,AAPL200918P00105000,08/26/2019,0.83,-0.0289,14.0104,100,1
AAPL,206.49,AAPL200918C00110000,08/26/2019,0,0.9409,17.6894,100,-1
AAPL,206.49,AAPL200918P00110000,08/26/2019,1.1,-0.0359,16.7539,100,-1
AAPL,206.49,AAPL200918C00115000,08/26/2019,97.71,0.9259,23.0581,100,1
AAPL,206.49,AAPL200918P00115000,08/26/2019,1.55,-0.0428,19.3169,100,1
AAPL,206.49,AAPL200918C00120000,08/26/2019,0,0.9165,26.1635,100,-1
AAPL,206.49,AAPL200918P00120000,08/26/2019,1.85,-0.0458,20.3751,100,1
AAPL,206.49,AAPL200918C00125000,08/26/2019,80.51,0.9071,29.1442,100,1
AAPL,206.49,AAPL200918P00125000,08/26/2019,1.81,-0.0587,24.8338,100,-1
AAPL,206.49,AAPL200918C00130000,08/26/2019,74.8,0.9022,30.6265,100,1
AAPL,206.49,AAPL200918P00130000,08/26/2019,1.94,-0.0693,28.2425,100,-1
AAPL,206.49,AAPL200918C00135000,08/26/2019,77.5,0.8844,35.7788,100,1
AAPL,206.49,AAPL200918P00135000,08/26/2019,3.55,-0.0828,32.3336,100,1
AAPL,206.49,AAPL200918C00140000,08/26/2019,68.2,0.8755,38.1912,100,1
AAPL,206.49,AAPL200918P00140000,08/26/2019,4,-0.0966,36.2405,100,1
AAPL,206.49,AAPL200918C00145000,08/26/2019,70.7,0.8592,42.3645,100,1
AAPL,206.49,AAPL200918P00145000,08/26/2019,4.75,-0.1115,40.2101,100,-1
AAPL,206.49,AAPL200918C00150000,08/26/2019,67.3,0.8437,46.0668,100,-1
AAPL,206.49,AAPL200918P00150000,08/26/2019,5.75,-0.1271,44.0736,100,1
AAPL,206.49,AAPL200918C00155000,08/26/2019,60,0.8391,47.1329,100,-1
AAPL,206.49,AAPL200918P00155000,08/26/2019,4.75,-0.1346,45.8542,100,1
AAPL,206.49,AAPL200918C00160000,08/26/2019,58.3,0.815,52.3459,100,-1
AAPL,206.49,AAPL200918P00160000,08/26/2019,7.25,-0.1655,52.591,100,-1
AAPL,206.49,AAPL200918C00165000,08/26/2019,46.4,0.7859,57.954,100,-1
AAPL,206.49,AAPL200918P00165000,08/26/2019,8.5,-0.1876,56.8929,100,1
AAPL,206.49,AAPL200918C00170000,08/26/2019,49.9,0.763,61.9,100,1
AAPL,206.49,AAPL200918P00170000,08/26/2019,9.66,-0.2102,60.882,100,-1
AAPL,206.49,AAPL200918C00175000,08/26/2019,45.25,0.7383,65.7328,100,-1
AAPL,206.49,AAPL200918P00175000,08/26/2019,10.99,-0.2386,65.3767,100,-1
AAPL,206.49,AAPL200918C00180000,08/26/2019,38.56,0.7108,69.4967,100,1
AAPL,206.49,AAPL200918P00180000,08/26/2019,12.42,-0.2657,69.1315,100,-1
AAPL,206.49,AAPL200918C00185000,08/26/2019,38.25,0.6841,72.6785,100,1
AAPL,206.49,AAPL200918P00185000,08/26/2019,14.55,-0.2899,72.0851,100,-1
AAPL,206.49,AAPL200918C00190000,08/26/2019,32.5,0.6549,75.655,100,-1
AAPL,206.49,AAPL200918P00190000,08/26/2019,16.2,-0.3241,75.6256,100,1
AAPL,206.49,AAPL200918C00195000,08/26/2019,27.45,0.6255,78.1263,100,1
AAPL,206.49,AAPL200918P00195000,08/26/2019,15,-0.3546,78.1907,100,1
AAPL,206.49,AAPL200918C00200000,08/26/2019,27.46,0.5927,80.2974,100,1
AAPL,206.49,AAPL200918P00200000,08/26/2019,20.3,-0.3863,80.281,100,1
AAPL,206.49,AAPL200918C00205000,08/26/2019,22,0.561,81.818,100,-1
AAPL,206.49,AAPL200918P00205000,08/26/2019,23.96,-0.419,81.8474,100,-1
AAPL,206.49,AAPL200918C00210000,08/26/2019,21.65,0.5284,82.8003,100,-1
AAPL,206.49,AAPL200918P00210000,08/26/2019,25.7,-0.451,82.8043,100,-1
AAPL,206.49,AAPL200918C00215000,08/26/2019,19.95,0.4958,83.2004,100,-1
AAPL,206.49,AAPL200918P00215000,08/26/2019,0,-0.4838,83.2013,100,1
AAPL,206.49,AAPL200918C00220000,08/26/2019,17.4,0.4635,83.0241,100,1
AAPL,206.49,AAPL200918P00220000,08/26/2019,25.85,-0.5162,83.0191,100,1
AAPL,206.49,AAPL200918C00225000,08/26/2019,15.95,0.4327,82.324,100,1
AAPL,206.49,AAPL200918P00225000,08/26/2019,33.15,-0.5482,82.276,100,-1
AAPL,206.49,AAPL200918C00230000,08/26/2019,14.23,0.4079,81.3845,100,-1
AAPL,206.49,AAPL200918P00230000,08/26/2019,31.15,-0.5798,80.9856,100,1
AAPL,206.49,AAPL200918C00235000,08/26/2019,12.3,0.3683,79.1628,100,1
AAPL,206.49,AAPL200918P00235000,08/26/2019,40.42,-0.6099,79.2394,100,-1
AAPL,206.49,AAPL200918C00240000,08/26/2019,10.8,0.3368,76.7541,100,-1
AAPL,206.49,AAPL200918P00240000,08/26/2019,43.05,-0.6392,77.0393,100,1
AAPL,206.49,AAPL200918C00250000,08/26/2019,8.5,0.2819,71.1461,100,-1
AAPL,206.49,AAPL200918P00250000,08/26/2019,60.6,-0.693,71.6648,100,1
AAPL,206.49,AAPL200918C00260000,08/26/2019,6.1,0.2321,64.4049,100,-1
AAPL,206.49,AAPL200918P00260000,08/26/2019,53.75,-0.7394,65.558,100,-1
AAPL,206.49,AAPL200918C00270000,08/26/2019,5.05,0.1886,57.0692,100,1
AAPL,206.49,AAPL200918P00270000,08/26/2019,53.72,-0.7781,59.3333,100,-1
AAPL,206.49,AAPL200918C00280000,08/26/2019,3.65,0.1516,49.6648,100,-1
AAPL,206.49,AAPL200918P00280000,08/26/2019,70.8,-0.7864,57.8634,100,-1
AAPL,206.49,AAPL200918C00290000,08/26/2019,2.78,0.1221,42.8598,100,1
AAPL,206.49,AAPL200918P00290000,08/26/2019,85,-0.8314,48.8507,100,1
AAPL,206.49,AAPL200918C00300000,08/26/2019,1.91,0.0973,36.4455,100,1
AAPL,206.49,AAPL200918P00300000,08/26/2019,106.1,-0.8526,43.9866,100,1
AAPL,206.49,AAPL200918C00310000,08/26/2019,1.8,0.078,30.9195,100,1
AAPL,206.49,AAPL200918P00310000,08/26/2019,0,-0.8737,38.6563,100,-1
AAPL,206.49,AAPL200918C00320000,08/26/2019,1.07,0.0626,26.1026,100,1
AAPL,206.49,AAPL200918P00320000,08/26/2019,0,-0.8922,33.5722,100,1
AAPL,206.49,AAPL210115C00075000,08/26/2019,127.61,0.9681,2.9954,100,-1
AAPL,206.49,AAPL210115P00075000,08/26/2019,0.55,-0.0039,2.8085,100,1
AAPL,206.49,AAPL210115C00080000,08/26/2019,134.3,0.9658,4.4299,100,-1
AAPL,206.49,AAPL210115P00080000,08/26/2019,0.65,-0.0061,4.1867,100,-1
AAPL,206.49,AAPL210115C00085000,08/26/2019,0,0.9627,6.2619,100,1
AAPL,206.49,AAPL210115P00085000,08/26/2019,0.85,-0.0091,5.96,100,-1
AAPL,206.49,AAPL210115C00090000,08/26/2019,116.05,0.9586,8.5147,100,-1
AAPL,206.49,AAPL210115P00090000,08/26/2019,0.92,-0.0131,8.1545,100,1
AAPL,206.49,AAPL210115C00095000,08/26/2019,117.85,0.9534,11.1952,100,1
AAPL,206.49,AAPL210115P00095000,08/26/2019,0.92,-0.0181,10.7805,100,-1
AAPL,206.49,AAPL210115C00100000,08/26/2019,107.5,0.947,14.2945,100,1
AAPL,206.49,AAPL210115P00100000,08/26/2019,1.47,-0.0243,13.832,100,1
AAPL,206.49,AAPL210115C00105000,08/26/2019,97.6,0.9394,17.7881,100,-1
AAPL,206.49,AAPL210115P00105000,08/26/2019,1.3,-0.0318,17.2871,100,1
AAPL,206.49,AAPL210115C00110000,08/26/2019,97.75,0.9305,21.6387,100,-1
AAPL,206.49,AAPL210115P00110000,08/26/2019,1.51,-0.0387,20.3154,100,-1
AAPL,206.49,AAPL210115C00115000,08/26/2019,92.7,0.9202,25.7981,100,-1
AAPL,206.49,AAPL210115P00115000,08/26/2019,2.5,-0.0534,26.308,100,1
AAPL,206.49,AAPL210115C00120000,08/26/2019,88.75,0.9086,30.21,100,1
AAPL,206.49,AAPL210115P00120000,08/26/2019,3.1,-0.0631,29.9584,100,1
AAPL,206.49,AAPL210115C00125000,08/26/2019,80.7,0.8956,34.8125,100,-1
AAPL,206.49,AAPL210115P00125000,08/26/2019,3.4,-0.0733,33.6547,100,1
AAPL,206.49,AAPL210115C00130000,08/26/2019,80.25,0.8814,39.5415,100,1
AAPL,206.49,AAPL210115P00130000,08/26/2019,4.12,-0.0882,38.6717,100,1
AAPL,206.49,AAPL210115C00135000,08/26/2019,71.56,0.8613,45.7048,100,1
AAPL,206.49,AAPL210115P00135000,08/26/2019,4.75,-0.0974,41.591,100,1
AAPL,206.49,AAPL210115C00140000,08/26/2019,70.7,0.8462,49.9857,100,1
AAPL,206.49,AAPL210115P00140000,08/26/2019,5.25,-0.1115,45.865,100,-1
AAPL,206.49,AAPL210115C00145000,08/26/2019,66.65,0.8362,52.6895,100,1
AAPL,206.49,AAPL210115P00145000,08/26/2019,6.07,-0.1274,50.3469,100,1
AAPL,206.49,AAPL210115C00150000,08/26/2019,63.5,0.8177,57.363,100,-1
AAPL,206.49,AAPL210115P00150000,08/26/2019,7.15,-0.144,54.712,100,1
AAPL,206.49,AAPL210115C00155000,08/26/2019,59.55,0.8008,61.3163,100,1
AAPL,206.49,AAPL210115P00155000,08/26/2019,8.1,-0.1621,59.1601,100,1
AAPL,206.49,AAPL210115C00160000,08/26/2019,55.5,0.7848,64.8184,100,1
AAPL,206.49,AAPL210115P00160000,08/26/2019,9.26,-0.1891,65.1478,100,-1
AAPL,206.49,AAPL210115C00165000,08/26/2019,51.65,0.7656,68.716,100,1
AAPL,206.49,AAPL210115P00165000,08/26/2019,10.5,-0.208,68.9609,100,1
AAPL,206.49,AAPL210115C00170000,08/26/2019,48.25,0.7434,72.817,100,1
AAPL,206.49,AAPL210115P00170000,08/26/2019,12.05,-0.2271,72.4969,100,-1
AAPL,206.49,AAPL210115C00175000,08/26/2019,44.7,0.7192,76.8301,100,-1
AAPL,206.49,AAPL210115P00175000,08/26/2019,13.75,-0.2489,76.1665,100,1
AAPL,206.49,AAPL210115C00180000,08/26/2019,41.3,0.6956,80.3147,100,-1
AAPL,206.49,AAPL210115P00180000,08/26/2019,14.95,-0.2727,79.7393,100,-1
AAPL,206.49,AAPL210115C00185000,08/26/2019,38.39,0.6709,83.5056,100,-1
AAPL,206.49,AAPL210115P00185000,08/26/2019,16.8,-0.2987,83.1713,100,1
